id_ent,id_mun,name_ent,name_mun,name_ent_short
26,42,Sonora,Navojoa,SON
26,43,Sonora,Nogales,SON
26,44,Sonora,Ónavas,SON
26,45,Sonora,Opodepe,SON
26,46,Sonora,Oquitoa,SON
26,47,Sonora,Pitiquito,SON
26,48,Sonora,Puerto Peñasco,SON
26,49,Sonora,Quiriego,SON
26,50,Sonora,Rayón,SON
26,51,Sonora,Rosario,SON
26,52,Sonora,Sahuaripa,SON
26,53,Sonora,San Felipe de Jesús,SON
26,54,Sonora,San Javier,SON
26,55,Sonora,San Luis Río Colorado,SON
26,56,Sonora,San Miguel de Horcasitas,SON
26,57,Sonora,San Pedro de la Cueva,SON
26,58,Sonora,Santa Ana,SON
26,59,Sonora,Santa Cruz,SON
26,60,Sonora,Sáric,SON
26,61,Sonora,Soyopa,SON
26,62,Sonora,Suaqui Grande,SON
26,63,Sonora,Tepache,SON
26,64,Sonora,Trincheras,SON
26,65,Sonora,Tubutama,SON
26,66,Sonora,Ures,SON
26,67,Sonora,Villa Hidalgo,SON
26,68,Sonora,Villa Pesqueira,SON
26,69,Sonora,Yécora,SON
26,70,Sonora,General Plutarco Elías Calles,SON
26,71,Sonora,Benito Juárez,SON
26,72,Sonora,San Ignacio Río Muerto,SON
27,1,Tabasco,Balancán,TAB
27,2,Tabasco,Cárdenas,TAB
27,3,Tabasco,Centla,TAB
27,4,Tabasco,Centro,TAB
27,5,Tabasco,Comalcalco,TAB
27,6,Tabasco,Cunduacán,TAB
27,7,Tabasco,Emiliano Zapata,TAB
27,8,Tabasco,Huimanguillo,TAB
27,9,Tabasco,Jalapa,TAB
27,10,Tabasco,Jalpa de Méndez,TAB
27,11,Tabasco,Jonuta,TAB
27,12,Tabasco,Macuspana,TAB
27,13,Tabasco,Nacajuca,TAB
27,14,Tabasco,Paraíso,TAB
27,15,Tabasco,Tacotalpa,TAB
27,16,Tabasco,Teapa,TAB
27,17,Tabasco,Tenosique,TAB
28,1,Tamaulipas,Abasolo,TAMPS
28,2,Tamaulipas,Aldama,TAMPS
28,3,Tamaulipas,Altamira,TAMPS
28,4,Tamaulipas,Antiguo Morelos,TAMPS
28,5,Tamaulipas,Burgos,TAMPS
28,6,Tamaulipas,Bustamante,TAMPS
28,7,Tamaulipas,Camargo,TAMPS
28,8,Tamaulipas,Casas,TAMPS
28,9,Tamaulipas,Ciudad Madero,TAMPS
28,10,Tamaulipas,Cruillas,TAMPS
28,11,Tamaulipas,Gómez Farías,TAMPS
28,12,Tamaulipas,González,TAMPS
28,13,Tamaulipas,Güémez,TAMPS
28,14,Tamaulipas,Guerrero,TAMPS
28,15,Tamaulipas,Gustavo Díaz Ordaz,TAMPS
28,16,Tamaulipas,Hidalgo,TAMPS
28,17,Tamaulipas,Jaumave,TAMPS
28,18,Tamaulipas,Jiménez,TAMPS
28,19,Tamaulipas,Llera,TAMPS
28,20,Tamaulipas,Mainero,TAMPS
28,21,Tamaulipas,El Mante,TAMPS
28,22,Tamaulipas,Matamoros,TAMPS
28,23,Tamaulipas,Méndez,TAMPS
28,24,Tamaulipas,Mier,TAMPS
28,25,Tamaulipas,Miguel Alemán,TAMPS
28,26,Tamaulipas,Miquihuana,TAMPS
28,27,Tamaulipas,Nuevo Laredo,TAMPS
28,28,Tamaulipas,Nuevo Morelos,TAMPS
28,29,Tamaulipas,Ocampo,TAMPS
28,30,Tamaulipas,Padilla,TAMPS
28,31,Tamaulipas,Palmillas,TAMPS
28,32,Tamaulipas,Reynosa,TAMPS
28,33,Tamaulipas,Río Bravo,TAMPS
28,34,Tamaulipas,San Carlos,TAMPS
28,35,Tamaulipas,San Fernando,TAMPS
28,36,Tamaulipas,San Nicolás,TAMPS
28,37,Tamaulipas,Soto la Marina,TAMPS
28,38,Tamaulipas,Tampico,TAMPS
28,39,Tamaulipas,Tula,TAMPS
28,40,Tamaulipas,Valle Hermoso,TAMPS
28,41,Tamaulipas,Victoria,TAMPS
28,42,Tamaulipas,Villagrán,TAMPS
28,43,Tamaulipas,Xicoténcatl,TAMPS
29,1,Tlaxcala,Amaxac de Guerrero,TLAX
29,2,Tlaxcala,Apetatitlán de Antonio Carvajal,TLAX
29,3,Tlaxcala,Atlangatepec,TLAX
29,4,Tlaxcala,Atltzayanca,TLAX
29,5,Tlaxcala,Apizaco,TLAX
29,6,Tlaxcala,Calpulalpan,TLAX
29,7,Tlaxcala,El Carmen Tequexquitla,TLAX
29,8,Tlaxcala,Cuapiaxtla,TLAX
29,9,Tlaxcala,Cuaxomulco,TLAX
29,10,Tlaxcala,Chiautempan,TLAX
29,11,Tlaxcala,Muñoz de Domingo Arenas,TLAX
29,12,Tlaxcala,Españita,TLAX
29,13,Tlaxcala,Huamantla,TLAX
29,14,Tlaxcala,Hueyotlipan,TLAX
29,15,Tlaxcala,Ixtacuixtla de Mariano Matamoros,TLAX
29,16,Tlaxcala,Ixtenco,TLAX
29,17,Tlaxcala,Mazatecochco de José María Morelos,TLAX
29,18,Tlaxcala,Contla de Juan Cuamatzi,TLAX
29,19,Tlaxcala,Tepetitla de Lardizábal,TLAX
29,20,Tlaxcala,Sanctórum de Lázaro Cárdenas,TLAX
29,21,Tlaxcala,Nanacamilpa de Mariano Arista,TLAX
29,22,Tlaxcala,Acuamanala de Miguel Hidalgo,TLAX
29,23,Tlaxcala,Natívitas,TLAX
29,24,Tlaxcala,Panotla,TLAX
29,25,Tlaxcala,San Pablo del Monte,TLAX
29,26,Tlaxcala,Santa Cruz Tlaxcala,TLAX
29,27,Tlaxcala,Tenancingo,TLAX
29,28,Tlaxcala,Teolocholco,TLAX
29,29,Tlaxcala,Tepeyanco,TLAX
29,30,Tlaxcala,Terrenate,TLAX
29,31,Tlaxcala,Tetla de la Solidaridad,TLAX
29,32,Tlaxcala,Tetlatlahuca,TLAX
29,33,Tlaxcala,Tlaxcala,TLAX
29,34,Tlaxcala,Tlaxco,TLAX
29,35,Tlaxcala,Tocatlán,TLAX
29,36,Tlaxcala,Totolac,TLAX
29,37,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,TLAX
29,38,Tlaxcala,Tzompantepec,TLAX
29,39,Tlaxcala,Xaloztoc,TLAX
29,40,Tlaxcala,Xaltocan,TLAX
29,41,Tlaxcala,Papalotla de Xicohténcatl,TLAX
29,42,Tlaxcala,Xicohtzinco,TLAX
29,43,Tlaxcala,Yauhquemehcan,TLAX
29,44,Tlaxcala,Zacatelco,TLAX
29,45,Tlaxcala,Benito Juárez,TLAX
29,46,Tlaxcala,Emiliano Zapata,TLAX
29,47,Tlaxcala,Lázaro Cárdenas,TLAX
29,48,Tlaxcala,La Magdalena Tlaltelulco,TLAX
29,49,Tlaxcala,San Damián Texóloc,TLAX
29,50,Tlaxcala,San Francisco Tetlanohcan,TLAX
29,51,Tlaxcala,San Jerónimo Zacualpan,TLAX
29,52,Tlaxcala,San José Teacalco,TLAX
29,53,Tlaxcala,San Juan Huactzinco,TLAX
29,54,Tlaxcala,San Lorenzo Axocomanitla,TLAX
29,55,Tlaxcala,San Lucas Tecopilco,TLAX
29,56,Tlaxcala,Santa Ana Nopalucan,TLAX
29,57,Tlaxcala,Santa Apolonia Teacalco,TLAX
29,58,Tlaxcala,Santa Catarina Ayometla,TLAX
29,59,Tlaxcala,Santa Cruz Quilehtla,TLAX
29,60,Tlaxcala,Santa Isabel Xiloxoxtla,TLAX
30,1,Veracruz ,Acajete,VER
30,2,Veracruz ,Acatlán,VER
30,3,Veracruz ,Acayucan,VER
30,4,Veracruz ,Actopan,VER
30,5,Veracruz ,Acula,VER
30,6,Veracruz ,Acultzingo,VER
30,7,Veracruz ,Camarón de Tejeda,VER
30,8,Veracruz ,Alpatláhuac,VER
30,9,Veracruz ,Alto Lucero de Gutiérrez Barrios,VER
30,10,Veracruz ,Altotonga,VER
30,11,Veracruz ,Alvarado,VER
30,12,Veracruz ,Amatitlán,VER
30,13,Veracruz ,Naranjos Amatlán,VER
30,14,Veracruz ,Amatlán de los Reyes,VER
30,15,Veracruz ,Angel R. Cabada,VER
30,16,Veracruz ,La Antigua,VER
30,17,Veracruz ,Apazapan,VER
30,18,Veracruz ,Aquila,VER
30,19,Veracruz ,Astacinga,VER
30,20,Veracruz ,Atlahuilco,VER
30,21,Veracruz ,Atoyac,VER
30,22,Veracruz ,Atzacan,VER
30,23,Veracruz ,Atzalan,VER
30,24,Veracruz ,Tlaltetela,VER
30,25,Veracruz ,Ayahualulco,VER
30,26,Veracruz ,Banderilla,VER
30,27,Veracruz ,Benito Juárez,VER
30,28,Veracruz ,Boca del Río,VER
30,29,Veracruz ,Calcahualco,VER
30,30,Veracruz ,Camerino Z. Mendoza,VER
30,31,Veracruz ,Carrillo Puerto,VER
30,32,Veracruz ,Catemaco,VER
30,33,Veracruz ,Cazones de Herrera,VER
30,34,Veracruz ,Cerro Azul,VER
30,35,Veracruz ,Citlaltépetl,VER
30,36,Veracruz ,Coacoatzintla,VER
30,37,Veracruz ,Coahuitlán,VER
30,38,Veracruz ,Coatepec,VER
30,39,Veracruz ,Coatzacoalcos,VER
30,40,Veracruz ,Coatzintla,VER
30,41,Veracruz ,Coetzala,VER
30,42,Veracruz ,Colipa,VER
30,43,Veracruz ,Comapa,VER
30,44,Veracruz ,Córdoba,VER
30,45,Veracruz ,Cosamaloapan de Carpio,VER
30,46,Veracruz ,Cosautlán de Carvajal,VER
30,47,Veracruz ,Coscomatepec,VER
30,48,Veracruz ,Cosoleacaque,VER
30,49,Veracruz ,Cotaxtla,VER
30,50,Veracruz ,Coxquihui,VER
30,51,Veracruz ,Coyutla,VER
30,52,Veracruz ,Cuichapa,VER
30,53,Veracruz ,Cuitláhuac,VER
30,54,Veracruz ,Chacaltianguis,VER
30,55,Veracruz ,Chalma,VER
30,56,Veracruz ,Chiconamel,VER
30,57,Veracruz ,Chiconquiaco,VER
30,58,Veracruz ,Chicontepec,VER
30,59,Veracruz ,Chinameca,VER
30,60,Veracruz ,Chinampa de Gorostiza,VER
30,61,Veracruz ,Las Choapas,VER
30,62,Veracruz ,Chocamán,VER
30,63,Veracruz ,Chontla,VER
30,64,Veracruz ,Chumatlán,VER
30,65,Veracruz ,Emiliano Zapata,VER
30,66,Veracruz ,Espinal,VER
30,67,Veracruz ,Filomeno Mata,VER
30,68,Veracruz ,Fortín,VER
30,69,Veracruz ,Gutiérrez Zamora,VER
30,70,Veracruz ,Hidalgotitlán,VER
30,71,Veracruz ,Huatusco,VER
30,72,Veracruz ,Huayacocotla,VER
30,73,Veracruz ,Hueyapan de Ocampo,VER
30,74,Veracruz ,Huiloapan de Cuauhtémoc,VER
30,75,Veracruz ,Ignacio de la Llave,VER
30,76,Veracruz ,Ilamatlán,VER
30,77,Veracruz ,Isla,VER
30,78,Veracruz ,Ixcatepec,VER
30,79,Veracruz ,Ixhuacán de los Reyes,VER
30,80,Veracruz ,Ixhuatlán del Café,VER
30,81,Veracruz ,Ixhuatlancillo,VER
30,82,Veracruz ,Ixhuatlán del Sureste,VER
30,83,Veracruz ,Ixhuatlán de Madero,VER
30,84,Veracruz ,Ixmatlahuacan,VER
30,85,Veracruz ,Ixtaczoquitlán,VER
30,86,Veracruz ,Jalacingo,VER
30,87,Veracruz ,Xalapa,VER
30,88,Veracruz ,Jalcomulco,VER
30,89,Veracruz ,Jáltipan,VER
30,90,Veracruz ,Jamapa,VER
30,91,Veracruz ,Jesús Carranza,VER
30,92,Veracruz ,Xico,VER
30,93,Veracruz ,Jilotepec,VER
30,94,Veracruz ,Juan Rodríguez Clara,VER
30,95,Veracruz ,Juchique de Ferrer,VER
30,96,Veracruz ,Landero y Coss,VER
30,97,Veracruz ,Lerdo de Tejada,VER
30,98,Veracruz ,Magdalena,VER
30,99,Veracruz ,Maltrata,VER
30,100,Veracruz ,Manlio Fabio Altamirano,VER
30,101,Veracruz ,Mariano Escobedo,VER
30,102,Veracruz ,Martínez de la Torre,VER
30,103,Veracruz ,Mecatlán,VER
30,104,Veracruz ,Mecayapan,VER
30,105,Veracruz ,Medellín de Bravo,VER
30,106,Veracruz ,Miahuatlán,VER
30,107,Veracruz ,Las Minas,VER
30,108,Veracruz ,Minatitlán,VER
30,109,Veracruz ,Misantla,VER
30,110,Veracruz ,Mixtla de Altamirano,VER
30,111,Veracruz ,Moloacán,VER
30,112,Veracruz ,Naolinco,VER
30,113,Veracruz ,Naranjal,VER
30,114,Veracruz ,Nautla,VER
30,115,Veracruz ,Nogales,VER
30,116,Veracruz ,Oluta,VER
30,117,Veracruz ,Omealca,VER
30,118,Veracruz ,Orizaba,VER
30,119,Veracruz ,Otatitlán,VER
30,120,Veracruz ,Oteapan,VER
30,121,Veracruz ,Ozuluama de Mascareñas,VER
30,122,Veracruz ,Pajapan,VER
30,123,Veracruz ,Pánuco,VER
30,124,Veracruz ,Papantla,VER
30,125,Veracruz ,Paso del Macho,VER
30,126,Veracruz ,Paso de Ovejas,VER
30,127,Veracruz ,La Perla,VER
30,128,Veracruz ,Perote,VER
30,129,Veracruz ,Platón Sánchez,VER
30,130,Veracruz ,Playa Vicente,VER
30,131,Veracruz ,Poza Rica de Hidalgo,VER
30,132,Veracruz ,Las Vigas de Ramírez,VER
30,133,Veracruz ,Pueblo Viejo,VER
30,134,Veracruz ,Puente Nacional,VER
30,135,Veracruz ,Rafael Delgado,VER
30,136,Veracruz ,Rafael Lucio,VER
30,137,Veracruz ,Los Reyes,VER
30,138,Veracruz ,Río Blanco,VER
30,139,Veracruz ,Saltabarranca,VER
30,140,Veracruz ,San Andrés Tenejapan,VER
30,141,Veracruz ,San Andrés Tuxtla,VER
30,142,Veracruz ,San Juan Evangelista,VER
30,143,Veracruz ,Santiago Tuxtla,VER
30,144,Veracruz ,Sayula de Alemán,VER
30,145,Veracruz ,Soconusco,VER
30,146,Veracruz ,Sochiapa,VER
30,147,Veracruz ,Soledad Atzompa,VER
30,148,Veracruz ,Soledad de Doblado,VER
30,149,Veracruz ,Soteapan,VER
30,150,Veracruz ,Tamalín,VER
30,151,Veracruz ,Tamiahua,VER
30,152,Veracruz ,Tampico Alto,VER
30,153,Veracruz ,Tancoco,VER
30,154,Veracruz ,Tantima,VER
30,155,Veracruz ,Tantoyuca,VER
30,156,Veracruz ,Tatatila,VER
30,157,Veracruz ,Castillo de Teayo,VER
30,158,Veracruz ,Tecolutla,VER
30,159,Veracruz ,Tehuipango,VER
30,160,Veracruz ,Álamo Temapache,VER
30,161,Veracruz ,Tempoal,VER
30,162,Veracruz ,Tenampa,VER
30,163,Veracruz ,Tenochtitlán,VER
30,164,Veracruz ,Teocelo,VER
30,165,Veracruz ,Tepatlaxco,VER
30,166,Veracruz ,Tepetlán,VER
30,167,Veracruz ,Tepetzintla,VER
30,168,Veracruz ,Tequila,VER
30,169,Veracruz ,José Azueta,VER
30,170,Veracruz ,Texcatepec,VER
30,171,Veracruz ,Texhuacán,VER
30,172,Veracruz ,Texistepec,VER
30,173,Veracruz ,Tezonapa,VER
30,174,Veracruz ,Tierra Blanca,VER
30,175,Veracruz ,Tihuatlán,VER
30,176,Veracruz ,Tlacojalpan,VER
30,177,Veracruz ,Tlacolulan,VER
30,178,Veracruz ,Tlacotalpan,VER
30,179,Veracruz ,Tlacotepec de Mejía,VER
30,180,Veracruz ,Tlachichilco,VER
30,181,Veracruz ,Tlalixcoyan,VER
30,182,Veracruz ,Tlalnelhuayocan,VER
30,183,Veracruz ,Tlapacoyan,VER
30,184,Veracruz ,Tlaquilpa,VER
30,185,Veracruz ,Tlilapan,VER
30,186,Veracruz ,Tomatlán,VER
30,187,Veracruz ,Tonayán,VER
30,188,Veracruz ,Totutla,VER
30,189,Veracruz ,Tuxpan,VER
30,190,Veracruz ,Tuxtilla,VER
30,191,Veracruz ,Ursulo Galván,VER
30,192,Veracruz ,Vega de Alatorre,VER
30,193,Veracruz ,Veracruz,VER
30,194,Veracruz ,Villa Aldama,VER
30,195,Veracruz ,Xoxocotla,VER
30,196,Veracruz ,Yanga,VER
30,197,Veracruz ,Yecuatla,VER
30,198,Veracruz ,Zacualpan,VER
30,199,Veracruz ,Zaragoza,VER
30,200,Veracruz ,Zentla,VER
30,201,Veracruz ,Zongolica,VER
30,202,Veracruz ,Zontecomatlán de López y Fuentes,VER
30,203,Veracruz ,Zozocolco de Hidalgo,VER
30,204,Veracruz ,Agua Dulce,VER
30,205,Veracruz ,El Higo,VER
30,206,Veracruz ,Nanchital de Lázaro Cárdenas del Río,VER
30,207,Veracruz ,Tres Valles,VER
30,208,Veracruz ,Carlos A. Carrillo,VER
30,209,Veracruz ,Tatahuicapan de Juárez,VER
30,210,Veracruz ,Uxpanapa,VER
30,211,Veracruz ,San Rafael,VER
30,212,Veracruz ,Santiago Sochiapan,VER
31,1,Yucatán,Abalá,YUC
31,2,Yucatán,Acanceh,YUC
31,3,Yucatán,Akil,YUC
31,4,Yucatán,Baca,YUC
31,5,Yucatán,Bokobá,YUC
31,6,Yucatán,Buctzotz,YUC
31,7,Yucatán,Cacalchén,YUC
31,8,Yucatán,Calotmul,YUC
31,9,Yucatán,Cansahcab,YUC
31,10,Yucatán,Cantamayec,YUC
31,11,Yucatán,Celestún,YUC
31,12,Yucatán,Cenotillo,YUC
31,13,Yucatán,Conkal,YUC
31,14,Yucatán,Cuncunul,YUC
31,15,Yucatán,Cuzamá,YUC
31,16,Yucatán,Chacsinkín,YUC
31,17,Yucatán,Chankom,YUC
31,18,Yucatán,Chapab,YUC
31,19,Yucatán,Chemax,YUC
31,20,Yucatán,Chicxulub Pueblo,YUC
31,21,Yucatán,Chichimilá,YUC
31,22,Yucatán,Chikindzonot,YUC
31,23,Yucatán,Chocholá,YUC
31,24,Yucatán,Chumayel,YUC
31,25,Yucatán,Dzan,YUC
31,26,Yucatán,Dzemul,YUC
31,27,Yucatán,Dzidzantún,YUC
31,28,Yucatán,Dzilam de Bravo,YUC
31,29,Yucatán,Dzilam González,YUC
31,30,Yucatán,Dzitás,YUC
31,31,Yucatán,Dzoncauich,YUC
31,32,Yucatán,Espita,YUC
31,33,Yucatán,Halachó,YUC
31,34,Yucatán,Hocabá,YUC
31,35,Yucatán,Hoctún,YUC
31,36,Yucatán,Homún,YUC
31,37,Yucatán,Huhí,YUC
31,38,Yucatán,Hunucmá,YUC
31,39,Yucatán,Ixil,YUC
31,40,Yucatán,Izamal,YUC
31,41,Yucatán,Kanasín,YUC
31,42,Yucatán,Kantunil,YUC
31,43,Yucatán,Kaua,YUC
31,44,Yucatán,Kinchil,YUC
31,45,Yucatán,Kopomá,YUC
31,46,Yucatán,Mama,YUC
31,47,Yucatán,Maní,YUC
31,48,Yucatán,Maxcanú,YUC
31,49,Yucatán,Mayapán,YUC
31,50,Yucatán,Mérida,YUC
31,51,Yucatán,Mocochá,YUC
31,52,Yucatán,Motul,YUC
31,53,Yucatán,Muna,YUC
31,54,Yucatán,Muxupip,YUC
31,55,Yucatán,Opichén,YUC
31,56,Yucatán,Oxkutzcab,YUC
31,57,Yucatán,Panabá,YUC
31,58,Yucatán,Peto,YUC
31,59,Yucatán,Progreso,YUC
31,60,Yucatán,Quintana Roo,YUC
31,61,Yucatán,Río Lagartos,YUC
31,62,Yucatán,Sacalum,YUC
31,63,Yucatán,Samahil,YUC
31,64,Yucatán,Sanahcat,YUC
31,65,Yucatán,San Felipe,YUC
31,66,Yucatán,Santa Elena,YUC
31,67,Yucatán,Seyé,YUC
31,68,Yucatán,Sinanché,YUC
31,69,Yucatán,Sotuta,YUC
31,70,Yucatán,Sucilá,YUC
31,71,Yucatán,Sudzal,YUC
31,72,Yucatán,Suma,YUC
31,73,Yucatán,Tahdziú,YUC
31,74,Yucatán,Tahmek,YUC
31,75,Yucatán,Teabo,YUC
31,76,Yucatán,Tecoh,YUC
31,77,Yucatán,Tekal de Venegas,YUC
31,78,Yucatán,Tekantó,YUC
31,79,Yucatán,Tekax,YUC
31,80,Yucatán,Tekit,YUC
31,81,Yucatán,Tekom,YUC
31,82,Yucatán,Telchac Pueblo,YUC
31,83,Yucatán,Telchac Puerto,YUC
31,84,Yucatán,Temax,YUC
31,85,Yucatán,Temozón,YUC
31,86,Yucatán,Tepakán,YUC
31,87,Yucatán,Tetiz,YUC
31,88,Yucatán,Teya,YUC
31,89,Yucatán,Ticul,YUC
31,90,Yucatán,Timucuy,YUC
31,91,Yucatán,Tinum,YUC
31,92,Yucatán,Tixcacalcupul,YUC
31,93,Yucatán,Tixkokob,YUC
31,94,Yucatán,Tixmehuac,YUC
31,95,Yucatán,Tixpéhual,YUC
31,96,Yucatán,Tizimín,YUC
31,97,Yucatán,Tunkás,YUC
31,98,Yucatán,Tzucacab,YUC
31,99,Yucatán,Uayma,YUC
31,100,Yucatán,Ucú,YUC
31,101,Yucatán,Umán,YUC
31,102,Yucatán,Valladolid,YUC
31,103,Yucatán,Xocchel,YUC
31,104,Yucatán,Yaxcabá,YUC
31,105,Yucatán,Yaxkukul,YUC
31,106,Yucatán,Yobaín,YUC
32,1,Zacatecas,Apozol,ZAC
32,2,Zacatecas,Apulco,ZAC
32,3,Zacatecas,Atolinga,ZAC
32,4,Zacatecas,Benito Juárez,ZAC
32,5,Zacatecas,Calera,ZAC
32,6,Zacatecas,Cañitas de Felipe Pescador,ZAC
32,7,Zacatecas,Concepción del Oro,ZAC
32,8,Zacatecas,Cuauhtémoc,ZAC
32,9,Zacatecas,Chalchihuites,ZAC
32,10,Zacatecas,Fresnillo,ZAC
32,11,Zacatecas,Trinidad García de la Cadena,ZAC
32,12,Zacatecas,Genaro Codina,ZAC
32,13,Zacatecas,General Enrique Estrada,ZAC
32,14,Zacatecas,General Francisco R. Murguía,ZAC
32,15,Zacatecas,El Plateado de Joaquín Amaro,ZAC
32,16,Zacatecas,General Pánfilo Natera,ZAC
32,17,Zacatecas,Guadalupe,ZAC
32,18,Zacatecas,Huanusco,ZAC
32,19,Zacatecas,Jalpa,ZAC
32,20,Zacatecas,Jerez,ZAC
32,21,Zacatecas,Jiménez del Teul,ZAC
32,22,Zacatecas,Juan Aldama,ZAC
32,23,Zacatecas,Juchipila,ZAC
32,24,Zacatecas,Loreto,ZAC
32,25,Zacatecas,Luis Moya,ZAC
32,26,Zacatecas,Mazapil,ZAC
32,27,Zacatecas,Melchor Ocampo,ZAC
32,28,Zacatecas,Mezquital del Oro,ZAC
32,29,Zacatecas,Miguel Auza,ZAC
32,30,Zacatecas,Momax,ZAC
32,31,Zacatecas,Monte Escobedo,ZAC
32,32,Zacatecas,Morelos,ZAC
32,33,Zacatecas,Moyahua de Estrada,ZAC
32,34,Zacatecas,Nochistlán de Mejía,ZAC
32,35,Zacatecas,Noria de Ángeles,ZAC
32,36,Zacatecas,Ojocaliente,ZAC
32,37,Zacatecas,Pánuco,ZAC
32,38,Zacatecas,Pinos,ZAC
32,39,Zacatecas,Río Grande,ZAC
32,40,Zacatecas,Sain Alto,ZAC
32,41,Zacatecas,El Salvador,ZAC
32,42,Zacatecas,Sombrerete,ZAC
32,43,Zacatecas,Susticacán,ZAC
32,44,Zacatecas,Tabasco,ZAC
32,45,Zacatecas,Tepechitlán,ZAC
32,46,Zacatecas,Tepetongo,ZAC
32,47,Zacatecas,Teúl de González Ortega,ZAC
32,48,Zacatecas,Tlaltenango de Sánchez Román,ZAC
32,49,Zacatecas,Valparaíso,ZAC
32,50,Zacatecas,Vetagrande,ZAC
32,51,Zacatecas,Villa de Cos,ZAC
32,52,Zacatecas,Villa García,ZAC
32,53,Zacatecas,Villa González Ortega,ZAC
32,54,Zacatecas,Villa Hidalgo,ZAC
32,55,Zacatecas,Villanueva,ZAC
32,56,Zacatecas,Zacatecas,ZAC
32,57,Zacatecas,Trancoso,ZAC
32,58,Zacatecas,Santa María de la Paz,ZAC